Ano,Jogo,Desenvolvedor,Vencedor,Indicacoes,Premiacoes,Nota Metacritic,Review 1,Review 2,Review 3,Review 4,Review 5,Review 6,Review 7,Review 8,Review 9,Review 10,Review 1_negativo,Review 1_neutro,Review 1_positivo,Review 1_composto,Review 2_negativo,Review 2_neutro,Review 2_positivo,Review 2_composto,Review 3_negativo,Review 3_neutro,Review 3_positivo,Review 3_composto,Review 4_negativo,Review 4_neutro,Review 4_positivo,Review 4_composto,Review 5_negativo,Review 5_neutro,Review 5_positivo,Review 5_composto,Review 6_negativo,Review 6_neutro,Review 6_positivo,Review 6_composto,Review 7_negativo,Review 7_neutro,Review 7_positivo,Review 7_composto,Review 8_negativo,Review 8_neutro,Review 8_positivo,Review 8_composto,Review 9_negativo,Review 9_neutro,Review 9_positivo,Review 9_composto,Review 10_negativo,Review 10_neutro,Review 10_positivo,Review 10_composto,Review_Composto_Total,Hype
2018,Marvel's Spider-Man,"['Insomniac Games', 'Sony Interactive Entertainment']",False,7,0,87,"Gianluca Loggia IGN - ""Marvel's Spider-Man is undoubtedly the best Spider-Man videogame ever made, but it could have been a lot better.""","Christian Donlan Eurogamer - ""A rare harmony of developer and licence makes Insomniac's open-worlder a total treat.""","Anthony Taormina Game Rant - ""Marvel's Spider-Man takes the best parts of the comic book superhero and brings them to life in interactive form courtesy of Ratchet and Clank developer Insomniac Games.""","Jonathon Dornbush IGN - ""I wanted Marvel's Spider-Man on PS4 to make me feel like Spider-Man: To sail between the highrises of New York City, to nimbly web up hordes of enemies, and tussle with familiar, animal-themed villains. Insomniac Games' first foray into the world of Marvel handily delivers on all of that. But what I didn't expect from Spider-Man was to come away feeling just as fulfilled to have inhabited the life of Peter Parker. Aside from a few odd pacing issues, which momentarily took me out of the experience of being a superhero, and a world of optional missions that don't always quite live up to the heft of the main story, Insomniac has delivered a Spider-Man story that both surprised and delighted me, coupled with gameplay that made me feel like Spider-Man nearly every step of the way. The Wall Crawler's open world doesn't consistently deliver the thrilling moments of its main campaign, but the foundation laid here is undoubtedly a spectacular one.""","Leon Hurley GamesRadar+ - ""An immensely enjoyable and fun to play superhero adventure.""","Andrew Reiner Game Informer - ""The story shines as brightly as the gameplay – both deliver heart-pounding excitement""","Chelsea Stark Polygon - ""Filled with heart-pounding, high-flying action, Spider-Man is a polished, fun and sometimes frustrating PS4 exclusive""","Edmond Tran GameSpot - ""A spectacular cinematic presentation and sensational core mechanics help Insomniac's take on a Spider-Man game shine, in spite of some unimaginative open-world activities.""","Ben Pack GiantBomb - ""Spider-Man combines elements from plenty of other games to deliver a game with expansive combat, exciting traversal, and a solid, authentic story.""","Ethan Gach Kotaku - ""As a playground for one of the most idiosyncratic superheroes of all time, Marvel's Spider-Man is sheer bliss. It's a sandbox platformer first and foremost, and a damn good one. Throughout playing the game I was constantly hounded by the question of whether this—sublime superhero traversal in a gorgeous, idealized version of New York—were enough. After countless hours later spent cleaning up every last icon on the map, I'm convinced they are.""",0.0,0.699,0.301,0.7543,0.0,0.625,0.375,0.6597,0.0,0.789,0.211,0.7717,0.044,0.823,0.133,0.9387,0.0,0.314,0.686,0.872,0.0,0.637,0.363,0.6908,0.155,0.588,0.257,0.2263,0.135,0.757,0.108,-0.1779,0.099,0.702,0.198,0.34,0.033,0.744,0.222,0.9349,6.0105,11.547169811320755
2018,Monster Hunter: World,['Capcom'],False,3,1,90,"Joe Skrebels IGN - ""This beautifully implemented port is a perfect PC introduction to the joys of Monster Hunter.""","James Davenport PC Gamer - ""Monster Hunter: World's thrilling fights with fantastic beasts never get old, even if they require tiresome item management during downtime.""","Dalton Cooper Game Rant - ""With gameplay that will appeal to newcomers and veterans alike, Monster Hunter World is a dense, addicting adventure that hooks its claws into you and never lets go.""","Joe Skrebels IGN - ""Bold and newly beautiful, Monster Hunter: World demands to be played on its own terms and rewards you with an amazing RPG.""","Martin Robinson Eurogamer - ""Monster Hunter opens up for the most accessible, most detailed and most magnificent entry yet.""","Alan Bradley GamesRadar+ - ""A triumph for the series and one of this generation's greatest games yet. Monster Hunter World takes the beating heart of a vital, niche franchise and elevates it toward universal appeal.""","Suriel Vazquez Game Informer - ""Monster Hunter's attempt to reach the PC audience performs beautifully and plays well""","Daniel Tack Game Informer - ""Intense battles, rewarding progression loops, and excellent multiplayer experiences make this the best Monster Hunter game to date""","Chelsea Stark Polygon - ""The other key loop in the game lies in all the armor you can craft, and the massive trees of weapon upgrades available. Most armor comes from harvesting parts from monsters, with some extra bits of ore or bone thrown in for good measure. Each set of armor comes with strengths to different types of elements, but what will surely sway many players between one piece and the next is the look; there are certain sets I still covet. Since there is no feasible way to get a full five-piece set from killing a monster one time, it takes multiple kills to collect all the scales, membranes, quills and pelts required.""","Ginny Woo GameSpot - ""Monster Hunter World successfully proves that it's both about size and how you use it.""",0.0,0.509,0.491,0.891,0.102,0.644,0.254,0.6124,0.0,0.919,0.081,0.3182,0.0,0.518,0.482,0.9413,0.0,0.77,0.23,0.6361,0.08,0.667,0.253,0.7579,0.0,0.503,0.497,0.7845,0.092,0.461,0.447,0.875,0.136,0.783,0.081,-0.8338,0.0,0.814,0.186,0.4939,5.4765,15.867924528301886
2018,Red Dead Redemption 2,['Rockstar Games'],False,8,4,97,"James Davenport PC Gamer - ""Red Dead Redemption 2's stark, slow depiction of America's fading frontier is a monumental work straining against stubborn mission design and stability problems.""","Denny Connolly Game Rant - ""Red Dead Redemption 2 is back with a PC port that allows users to explore some new content and push their settings to the max.""","Anthony Taormina Game Rant - ""Red Dead Redemption 2 is a staggeringly diverse open world video game that proves Rockstar Games is filled with skilled storytellers and engineering wizards.""","Castielle Fextralife - ""Red Dead Redemption 2 only gets better and better as you progress, and although I'm not entirely sure Red Dead Redemption 2 is the game to beat in 2018, I do believe it is at the very least in the conversation.""","Luke Reilly IGN - ""Red Dead Redemption 2 is a game of rare quality; a meticulously polished open world ode to the outlaw era.""","Martin Robinson Eurogamer - ""An astounding open world unlikely to be rivalled until well into the next gen, saddled by a throughline from the last.""","David Meikleham GamesRadar+ - ""One of the top three open-worlds of all time, and the best game Rockstar has ever made. An all-time Old West masterpiece.""","Matt Bertz Game Informer - ""Rockstar has once again created a game that redefines the open-world experience. Red Dead Redemption II is a triumph that every gamer should experience for themselves""","Chris Plante Polygon - ""After Red Dead Redemption 2's story concludes, a huge epilogue begins, and the game's already gargantuan map grows even larger. I'm eager to dig into this postgame, where it seems I'll be free to focus on taking in the beautiful, meticulously simulated world, rather than hurling myself into the middle of it.""","Kirk Hamilton Kotaku - ""This game has heart; the kind of heart that is difficult to pin down but impossible to deny. It is a wonderful story about terrible people, and a vivacious, tremendously sad tribute to nature itself. There is so much beauty and joy in this expensive, exhausting thing. Somehow that makes it even more perfect—a breathtaking eulogy for a ruined world, created by, about, and for a society that ruined it.""",0.4,0.6,0.0,-0.9001,0.163,0.837,0.0,-0.6486,0.17,0.83,0.0,-0.6486,0.21,0.623,0.167,-0.4903,0.212,0.788,0.0,-0.6486,0.0,0.786,0.214,0.5994,0.0,0.653,0.347,0.8779,0.141,0.691,0.168,-0.0516,0.069,0.738,0.193,0.7717,0.24,0.507,0.253,0.518,-0.6207999999999998,12.075471698113208
2019,Sekiro: Shadows Die Twice,"['FromSoftware', 'Activision']",True,5,2,90,"Edwin Evans-Thirwell Eurogamer - ""Heart-stopping swordfights and deft, panoramic stealth waged across another vast, gorgeously rancid From Software landscape.""","Tom Senior PC Gamer - ""A brutal, uncompromising action game with sensational sword combat. From Software has done it again.""","Fexelea Fextralife - ""Sekiro is a great realization of a fantastical Shinobi journey, with challenging but rewarding action-packed gameplay and intricate level design that encourages exploration. Sekiro stands on its own next to acclaimed Souls titles and puts FromSoftware on the action stage with a flourish. At first you hit a wall, then you become the wall the game hits against, and it feels wonderful.""","Brandin Tyrrel IGN - ""Sekiro: Shadows Die Twice is a stylish, focused stealth-action take on the FromSoftware formula that evolves in a different and refreshing direction. It may be a bit easier than a Souls game, but it's something amazing all its own.""","Samuel Horti GamesRadar+ - ""Sekiro has the best swordfights in any video game. It leans too heavily on its mediocre stealth, but its satisfying combat will keep you going through hundreds of brutal deaths.""","Daniel Tack Game Informer - ""Sekiro is a wild ride through narrative twists and shocking boss battles, and an amazing triumph or crushing defeat is only ever seconds away""","Tamoor Hussain GameSpot - ""From Software takes its unique brand of challenging gameplay to the stealth-action genre, and delivers something unforgettable.""","Dave Tach Polygon - ""Sekiro meets me with just as much effort and enthusiasm as I’ve put into it. It lets me know I’m capable and skilled, and that I can figure it out.""","Natalie Degraffinried Kotaku - ""Ultimately, the question I had coming in was, “Will this be worth it?” After moving through countless cycles of life and death, tensing, raging, and finally, conquering my challenges and letting go of my anger like Buddha, I decided that it was.""","Kirk McKeand VG247 - ""It’s Bloodborne but faster, with fewer crutches yet somehow more fair. It’s also one of the best games released so far in what’s already looking like a strong 2019.""",0.239,0.597,0.164,-0.128,0.351,0.649,0.0,-0.7579,0.0,0.679,0.321,0.9705,0.058,0.732,0.21,0.7543,0.239,0.602,0.159,-0.5106,0.311,0.49,0.199,-0.4404,0.0,0.909,0.091,0.1531,0.0,0.831,0.169,0.6705,0.251,0.638,0.11,-0.8519,0.0,0.587,0.413,0.9577,0.8172999999999999,12.528301886792454
2019,Control,"['Remedy Entertainment', '505 Games']",False,8,1,82,"Dalton Cooper Game Rant - ""Control offers over-the-top action, a bizarre but interesting story, and a focus on fun over realism that helps solidify it as one of the year's best.""","Jonathon Dornbush IGN - ""Control is set in an engrossingly weird paranormal world that I couldn’t help but explore. ""","Yuria Fextralife - ""Fast-paced action tied in with an intriguing story about a secret organisation which you will need to explore and discover it's hidden secrets. Visually detailed with polished fun gameplay, combining telekinetic powers with shooter combat. A playthrough could take 10 to 15 hours or more depending on the level detail you pay. A full thumbs up for this one.""","Christian Donlan Eurogamer - ""Giddy action and astonishing art design combine in one of the great locations of modern video games.""","James Davenport PC Gamer - ""Jesse's telekinesis joins Half-Life 2's juiced gravity gun in the videogame physics toy hall of fame.""","Sam Loveridge GamesRadar+ - ""The perfect blend of narrative and gameplay, coherency and strangeness, Control is a game we'll be talking about for generations.""","Ben Reeves Game Informer - ""Control's intense firefights are fun, but they don't evolve much in the second half. Fortunately, its unsettling mood and explosive moments more than balance the scales""","Dave Tach Polygon - ""Behold, one of 2019’s best and weirdest games""","Peter Brown GameSpot - ""A different kind of haunted house makes Control hard to resist.""","Jeff Gerstmann Giant Bomb - ""Control feels like Remedy firing on all cylinders, resulting in a smart and sensational action-adventure.""",0.044,0.502,0.454,0.9555,0.089,0.789,0.122,0.128,0.063,0.882,0.055,0.128,0.077,0.725,0.198,0.5423,0.124,0.725,0.15,0.128,0.0,0.829,0.171,0.5719,0.0,0.879,0.121,0.3182,0.157,0.496,0.347,0.5106,0.375,0.625,0.0,-0.5849,0.129,0.591,0.28,0.4215,3.1191000000000004,44.24528301886792
2019,Death Stranding,"['Kojima Productions', 'Sony Interactive Entertainment']",False,10,3,82,"Andy Kelly PC Gamer - ""Slow, weird, and indulgent, but a true original, and a journey that will linger in your mind long after it's over.""","Dalton Cooper Game Rant - ""Death Stranding is a boring chore of a game that takes the worst aspects of open world games and combines them with a nonsensical plot.""","Tristan Ogilvie IGN - ""Death Stranding delivers a fascinating world of supernatural sci-fi, but its gameplay struggles to support its weight.""","Oli Welsh Eurogamer - ""Hideo Kojma's first post-Metal Gear game is a messy, indulgent vanity project - but also a true original.""","Leon Hurley GamesRadar+ - ""Kojima's mysterious would be epic has its moments but can't carry the weight of expectation.""","Matthew Kato Game Informer - ""The pillars of gameplay, combat, and story all bear the mark of creator Hideo Kojima, but none of them stand out or carry the experience""","Kallie Plagge GameSpot - ""Death Stranding is dense, complex, and powerful, steadfast in its belief in the power of love and hope when faced with overwhelming adversity.""","Russ Frushtick Polygon - ""Having been smitten by the core world-building gameplay of Death Stranding, I am stunned to realize that many of the game’s strongest, most appealing gameplay ideas (specifically the world-building and cooperation) are tossed aside in the final acts, in favor of a much more linear, scripted, cutscene-ridden experience. The freedom and sense of ownership I enjoyed while creating this world are dashed in favor of explaining and wrapping up a story that never had much going for it to begin with.""","Alex Navarro Giant Bomb - ""Kojima's first post-Konami project is a bizarre, self-indulgent mess that never quite manages to tie its myriad pieces together.""","Heather Alexandra Kotaku - ""It’s hard not to like Sam Bridges, who faces all of Death Stranding’s bizarreness with a welcome everyman’s weariness, encapsulated in in Norman Reedus’ characteristic growl.""",0.056,0.667,0.277,0.743,0.352,0.648,0.0,-0.8834,0.243,0.511,0.247,0.0258,0.153,0.528,0.319,0.6652,0.0,1.0,0.0,0.0,0.066,0.934,0.0,-0.1779,0.188,0.478,0.334,0.6369,0.057,0.748,0.195,0.9136,0.231,0.769,0.0,-0.5859,0.236,0.669,0.096,-0.5283,0.8089999999999999,13.11320754716981
2019,The Outer Worlds,"['Obsidian Entertainment', 'Private Division']",False,4,0,85,"Tom Senior PC Gamer - ""There's a category of games I think of as Saturday morning cartoon games. They lack depth, but they are fluffy and easy to enjoy. As I look back on some screenshots as Pippin laser blasts a poor marauder into a pile of dust, I realise that's what The Outer Worlds is to me. If you meet it on those terms, I think you'll enjoy it.""","Dan Stapleton IGN - ""With The Outer Worlds, Obsidian has found its own path in the space between Bethesda and BioWare's RPGs, and it's a great one.""","Anthony Taormina Game Rant - ""Obsidian Entertainment seeks to build on its RPG pedigree with The Outer Worlds, a sci-fi space adventure that is brimming with options.""","Fexelea Fextralife - ""The Outer Worlds takes you on a unique space adventure of your own making, allowing you to rebuild a whole system from the smallest of details. You can be yourself from every choice to every build, branching out to experience unique interactions and perks from companions. There's no game out there quite like The Outer Worlds, and you should not miss out on the ride.""","Edwin Evans-Thirlwell - ""A conventional, easygoing scifi RPG with slightly wasted satirical elements that fades very quickly from the mind.""","Alex Avard GamesRadar+ - ""The Outer Worlds marks Obsidian operating at the top of its game, and a strong foundation for a new franchise that seems destined for greatness.""","Joe Juba Game Informer - ""Finding your way through (or around) various problems is fun, and a streak of silly humor keeps the tone light enough to counterbalance the darker themes""","Edmond Tran GameSpot - ""Classic RPG sensibilities enhance wonderful characters, punchy combat, and consistently excellent writing in this sharp space Western.""","Cass Marshall Polygon - ""Obsidian has pulled off the delicate task of creating an RPG that feels big while still keeping control of the overall scope of the game itself.""","Gita Jackson Kotaku - ""The Outer Worlds is so impactful that it made me question and ultimately settle more thoughtfully into my beliefs.""",0.081,0.744,0.175,0.8248,0.0,0.837,0.163,0.6249,0.0,0.788,0.212,0.6249,0.032,0.871,0.097,0.5166,0.151,0.729,0.12,-0.1548,0.0,0.805,0.195,0.6249,0.089,0.695,0.215,0.4215,0.101,0.588,0.311,0.7184,0.0,0.876,0.124,0.34,0.0,0.857,0.143,0.4576,4.9988,10.849056603773585
2019,Resident Evil 2,['Capcom'],False,4,0,91,"Dalton Cooper Game Rant - ""Resident Evil 2 successfully updates the survival-horror classic for modern consoles, delivering one of the scariest games of the entire generation in the process.""","Castielle Fextralife - ""Non-stop, tense horror adventure that delivers on its promise of keeping players on their toes as they navigate the corridors of the game, avoiding enemies and preserving ammo as you must in real survival. The graphics revamp and musical score make the game seamlessly fit into 2019, and we believe the experience justifies launch day buy.""","Daemon Hatfield IGN - ""Now THIS is how you remake a classic. Resident Evil 2 expertly reanimates the horrifying atmosphere and moments of extreme tension that made the original so revered.""","Andy Kelly PC Gamer - ""A tense, challenging, and beautiful remake of a classic survival horror game, and with enough fresh ideas to make it feel excitingly new.""","Aoife Wilson Eurogamer - ""Capcom finds the perfect middle ground between old and new in this sterling remake.""","Leon Hurley GamesRadar+ - ""A beautifully made and reverent take on the original game that works both as a remake and a completely new game.""","Ben Reeves Game Informer - ""For Resident Evil fans this is a must-play, but even those without nostalgia for RE 2 will have a good time""","Alessandro Fillari GameSpot - ""Capcom's reimagining of Resident Evil 2 for PC, PS4, and Xbox One embraces its past in a fresh, exciting way.""","Michael McWhertor Polygon - ""Capcom, on a far less dangerous scale, has not always known how to handle its own creation. After mutating from quaint horror to buffoonish action to back again, the Resident Evil series has been wildly inconsistent. But back-to-back Resident Evil games that showcase the very best of survival horror is evidence that Capcom may have its monster under control""","Heather Alexandra Kotaku - ""Resident Evil 2 provides some of the best moments in the franchise. That can mean turning to flee as an unstoppable tyrant stomps closer and closer to you, using a flamethrower to dispose of a plant-infested zombie, or puzzling out where to place the Queen piece in a puzzle. The raw experience of playing Resident Evil 2 is visceral, bloody, and often incredibly rewarding.""",0.154,0.734,0.112,-0.296,0.173,0.723,0.105,-0.6808,0.282,0.541,0.177,-0.5939,0.192,0.472,0.336,0.5574,0.0,0.778,0.222,0.5719,0.0,0.727,0.273,0.7184,0.12,0.71,0.171,0.2846,0.177,0.602,0.221,0.0258,0.235,0.663,0.101,-0.8837,0.18,0.692,0.129,-0.5868,-0.8831000000000001,13.264150943396226
2019,Super Smash Bros. Ultimate,"['Bandai Namco Studios ,  Sora Ltd.', 'Nintendo']",False,4,1,93,"Dalton Cooper Game Rant - ""Super Smash Bros. Ultimate is an absurdly content-rich fighting game experience with a massive roster of fighters and a slew of entertaining match types.""","Martin Robinson Eurogamer - ""A chaos of details and features come together for one of the Switch's most generous - and exhilarating - games.""","Tom Marks IGN - ""Super Smash Bros. Ultimate is Smash Bros. done right, and done bigger than ever before.""","Aron Garst GamesRadar+ - ""Super Smash Bros. Ultimate takes characters we've played for decades and remasters them into a robust, fantastically enjoyable package""","Jeff Cork Game Informer - ""A wealth of tweaks and new additions like the World of Light campaign help to keep Ultimate from feeling like a greatest-hits retread""","Edmond Tran GameSpot - ""Ultimate is a comprehensive, considered, and charming package that refines and builds on Smash's already strong and enduring fighting system.""","Chelsea Stark Polygon - ""Super Smash Bros. Ultimate’s gameplay is so snappy and fluid, its characters so rewarding in their variety, that it feels destined to dominate living rooms once again.""","Cecilia D'Anastasio Kotaku - ""It’s difficult to imagine the type of gamer for whom Smash Ultimate has no appeal. This is a big game, and with the fat skimmed off, a remarkable one. Its core attraction—fighting on a platform—is as polished and brilliant and sharp as ever, its fighters the most unique and deep.""","Sam Machkovech Ars Technica - ""Gamers want an essential, badass combat experience no matter which characters square off. Even this early, it's settled: Smash Ultimate nails this expectation. Thus, it is the best fighting-game package to ever land on a Nintendo console.""","Alex Donaldson VG247 - ""Super Smash Bros. Ultimate does indeed live up to its name. It’s a brilliant game today, as it launches, but tellingly it also leaves me incredibly excited about the future.""",0.13,0.632,0.239,0.6249,0.153,0.577,0.27,0.4323,0.0,0.782,0.218,0.5994,0.0,0.547,0.453,0.891,0.0,0.563,0.437,0.886,0.094,0.564,0.342,0.765,0.044,0.711,0.245,0.8301,0.107,0.759,0.134,0.5423,0.145,0.701,0.154,0.1027,0.0,0.756,0.244,0.8121,6.485799999999999,34.0188679245283
2020,The Last of Us Part II,"['Naughty Dog', 'Sony Interactive Entertainment']",True,11,7,93,"Castielle Fextralife - ""The Last of Us 2 is a beautiful, wonderfully acted interactive movie that is utterly let down by a fragmented plot and poor story telling. With solid but unimportant gameplay mechanics, a title that should have been game of the year is instead relegated to the sales pile. LOU2 is an interesting experience, one that I am happy to have had, but not one that I want to have again.""","Jonathan Dornbush IGN - ""The Last of Us Part 2 is a masterpiece that evolves the gameplay, cinematic storytelling, and rich world design of the original in nearly every way.""","Anthony Taormina Game Rant - ""Developer Naughty Dog builds on its post-apocalyptic opus with The Last of Us Part 2, delivering incredible visuals and an emotional story.""","Oli Welsh Eurogamer - ""Can a slick, mainstream action game really reckon with the violence that drives it? The answer is yes - messily, but powerfully.""","Sam Watanuki TheGamer - ""Let me be clear: I liked The Last of Us: Part II, and I feel like I can’t succinctly convey all of the things I wish to say about the game in 1,000 words (which I am well over at this point). The dystopian world created by the Naughty Dog team is one that I enjoy exploring and surviving in. For everything that The Last of Us: Part II gets right, though, I can’t help but feel like I just played through an extension of the same game from 2013. That’s not necessarily a bad thing, and like Ellie with Joel, I'm trying to accept the game as it is. Considering the impact that The Last of Us had on gaming, I guess I just expected to be blown away all over again.""","Alex Avard GamesRadar+ - ""Naughty Dog's PS4 swansong is an astonishing, absurdly ambitious epic that goes far and beyond what we could have imagined for a sequel to an all-time classic.""","Andy McNamara Game Informer - ""The Last of Us Part II is a monumental achievement in video game storytelling""","Kallie Plagge - ""The Last of Us Part II is messy, bleak, and brutal.""","Maddy Myers Polygon - ""The Last of Us Part 2 delivers these moments of emotional whiplash over and over again.""","Riley MacLeod Kotaku - ""So many people worked on this game for so long and at such cost, that I want The Last Of Us II to be more than the experience I had.""",0.082,0.726,0.192,0.8579,0.0,0.677,0.323,0.875,0.0,0.929,0.071,0.1531,0.114,0.804,0.083,-0.1779,0.0,0.768,0.232,0.9792,0.0,0.89,0.11,0.4767,0.0,1.0,0.0,0.0,0.423,0.577,0.0,-0.765,0.0,0.897,0.103,0.1531,0.0,0.954,0.046,0.0772,2.6293,19.452830188679247
2020,Animal Crossing: New Horizons,['Nintendo'],False,3,1,90,"Sarah Fields Game Rant - ""Animal Crossing: New Horizons revitalizes the series formula with a fully customizable island that players get to design from the tent up.""","Samuel Claiborn IGN - ""Animal Crossing: New Horizons is an expanded, polished, next-generation reboot of a classic Nintendo game that's full of surprises.""","Martin Robinson Eurogamer - ""An impressive suite of improvements combine with a more clearly defined structure for Animal Crossing's finest outing to date.""","Helen Ashcroft TheGamer - ""Overall, playing New Horizons was well worth the wait. The game is relaxing, enjoyable, well thought out, and fantastic chilled out fun for all ages. Right now, we really need a distraction from the chaos around us, and this game has come at the perfect time. So relax, hop on that plane, and enjoy your new life on the beach, in the woods, or even by the river. The choice is yours.""","Sam Loveridge GamesRadar+ - ""There continues to be nothing quite like Animal Crossing, and New Horizons proves that there's life in the old Nook yet.""","Jeff Cork Game Informer - ""A new challenge system reinvigorates the familiar core, providing a wonderful incentive to explore all of Animal Crossing's myriad activities. This cheerful life sim is the next best thing to an actual vacation""","Nicole Carpenter Polygon - ""What makes Animal Crossing an appealing franchise is that I’m able to meet it on my own terms — even if those terms are the polar opposite of the ones I brought to the game in 2020. New Horizons is no longer my “global living room,” as Bijan Stephen described Fortnite in 2018. It’s more like my secret clubhouse, a space that’s mostly just for me, and maybe the kind of friends that feel comfortable sitting in silence. Coming back to the game this time — alongside all of its new content — means doing things differently, but it’s still just as satisfying.""","Russ Frushtick Polygon - ""Animal Crossing: New Horizons is a respite from the current state of the world. I find my general anxiety slowly subside as I run through my town, water my plants, and build furniture for the sassy chicken gentleman living down by the beach. It’s exactly what I need right now.""","Kallie Plagge GameSpot - ""Animal Crossing: New Horizons gives you more creative freedom and more to do on any given day while preserving what makes the series special.""","Alex Donaldson VG247 - ""Animal Crossing: New Horizons is everything I hoped it would be, and it’s yet another stellar release that showcases a confident Nintendo at its best. It is excellent, and is easily another must-own Switch title – at least, if you can understand and embrace Animal Crossing’s uniquely lazy pace.""",0.0,1.0,0.0,0.0,0.0,0.899,0.101,0.2263,0.0,0.636,0.364,0.8221,0.069,0.607,0.324,0.9699,0.104,0.896,0.0,-0.3241,0.0,0.581,0.419,0.9517,0.015,0.89,0.095,0.81,0.036,0.964,0.0,-0.1779,0.0,0.669,0.331,0.8852,0.042,0.651,0.307,0.9423,5.1055,17.49056603773585
2020,Doom Eternal,"['id Software', 'Bethesda Softworks']",False,5,0,88,"Giovanni Marrelli IGN - ""Vaster, magnetic and more brutal than ever, DOOM Eternal is a hymn to the frenzy that perfects the reboot formula, extending it beyond measure. Unmissable.""","Dalton Cooper Game Rant - ""Doom Eternal is a non-stop thrill ride, barraging players with incredible fast-paced action from the opening mission to its blood-soaked finale. Fans of the franchise should be thrilled with it, and anyone looking for a meaty FPS to fill their time can't go wrong with this game.""","Ryan McCaffrey IGN - ""Doom Eternal is one of the best first-person shooter campaigns in years. Its brand of fun remains unmatched in FPSes.""","James Davenport PC Gamer - ""Doom Eternal is a ceaseless, panicked nightmare that pushes you to point and click with more skill and style than ever before.""","Edwin Evans-Thirwell Eurogamer - ""An even faster and bloodier but slightly wayward follow-up to a thunderous shooter reboot.""","Eric Switzer TheGamer - ""Failure is part of mastery, and by the end of my ~20-hour playthrough of DOOM Eternal, I felt like I had developed a far greater mastery of the game than I ever did in DOOM (2016). Some battles took me 20 tries or more, it's true, but by the time I got through it I learned the timing of every wave and used every single one of my abilities to survive. For that, DOOM Eternal is likely the most satisfying shooter ever made. The easy mode (I'm Too Young To Die) is still available for anyone who prefers the mindless carnage of DOOM (2016), but I promise you, DOOM Eternal is worth the struggle.""","Josh West GamesRadar+ - ""Doom Eternal is a smart iteration of what came before it that occasionally stumbles under its own desire to evolve""","Andrew Reiner Game Informer - ""The 2016 game now looks like a primer for a much more elaborate battle against the forces of hell""","Phil Hornshaw GameSpot - ""Doom Eternal intensifies the battles with Hell's hordes by requiring you to constantly calculate the best ways to rip, tear, and stay alive.""","Chris Plante Polygon - ""Doom Eternal’s power fantasy is funny, playful, and a welcome break""",0.309,0.611,0.079,-0.8189,0.052,0.794,0.154,0.6433,0.145,0.582,0.273,0.6705,0.231,0.769,0.0,-0.6908,0.0,1.0,0.0,0.0,0.207,0.639,0.154,-0.8592,0.112,0.664,0.224,0.4019,0.312,0.584,0.104,-0.7165,0.17,0.611,0.219,0.3612,0.154,0.343,0.503,0.7269,-0.2815999999999999,13.075471698113208
2020,Final Fantasy VII Remake,['Square Enix'],False,6,2,87,"Castielle Fextralife - ""A very slow start turns into a non stop thrill ride through the reimagined world of Final Fantasy VII. Fans of the franchise will feel right at home in a game that is likely to dethrone Resident Evil 2 as the reigning king of modern remakes. If it weren't for a combat system that is downright frustrating at times, it would be a must buy for nearly every RPG enthusiast. As it stands now, this is a day one buy for Final Fantasy fans, but for everyone else mileage may vary.""","Tom Marks IGN - ""Final Fantasy 7 Remake's dull filler and convoluted additions can cause it to stumble, but it still breathes exciting new life into a classic while standing as a great RPG all its own.""","Aoife Wilson Eurogamer - ""An expansive remake that treads carefully upon this most cherished of games, though some blunders will linger long in the memory.""","Scott Baird TheGamer - ""Final Fantasy VII Remake is an awesome game with a few annoying flaws that stop it from reaching the same heights as its predecessor. Final Fantasy VII was lightning in a bottle, while Final Fantasy VII Remake is just a really good game that wears its skin. The story of the remake series isn't over yet and we hope that Square Enix improves upon the formula for the later entries, but for now, Final Fantasy VII Remake is still well worth your time.""","Heather Wald GamesRadar+ - ""A beautifully crafted and entertaining reimagining of a classic that brings renewed life to its story and characters""","Joe Juba Game Informer - ""Final Fantasy VII Remake finds a satisfying balance between innovation and tradition, delivering flashy battles and fun systems mixed with nods for old-school fans""","Tamoor Hussain GameSpot - ""Square Enix tells a smaller, more personal Final Fantasy 7 tale and marries it with a smart mashup of action and RPG gameplay to deliver a must-play experience.""","Carolyn Petit Polygon - ""Final Fantasy 7 Remake is a flawed, but fascinating, reimagining of a classic""","Jason Schreier Kotaku - ""Final Fantasy VII Remake is not what I expected. It’s a grand, ambitious, beautiful experiment, a bold new take on a game that millions of people remember fondly. It sometimes feels shackled by the weight of two decades worth of expectations, but it handles those restraints with aplomb. I certainly can’t wait to see what’s next.""","Kirk McKeand VG247 - ""The journey is completely worth it.""",0.07,0.874,0.056,-0.3031,0.048,0.696,0.256,0.8779,0.0,0.789,0.211,0.624,0.039,0.795,0.167,0.8572,0.0,0.68,0.32,0.765,0.085,0.623,0.292,0.743,0.0,0.895,0.105,0.4019,0.0,0.655,0.345,0.6956,0.0,0.748,0.252,0.8957,0.0,0.695,0.305,0.2944,5.8516,12.471698113207546
